,mmsi,time,lon,lat,imo,vessel_name,dim_bow,dim_stern,dim_port,dim_star,ship_type,ship_type_txt
0,209015000,1460467214,-64.0351816667,48.458725,9415208,TUNDRA,156,29,13,10,70,Cargo ships
1,209015000,1460467611,-64.0132766667,48.4740283333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
2,209015000,1460467659,-64.0104783333,48.4759783333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
3,209015000,1460467670,-64.0099583333,48.47638,9415208,TUNDRA,156,29,13,10,70,Cargo ships
4,209015000,1460467881,-63.99838,48.4843966667,9415208,TUNDRA,156,29,13,10,70,Cargo ships
5,209015000,1460467952,-63.9943783333,48.48716,9415208,TUNDRA,156,29,13,10,70,Cargo ships
6,209015000,1460468499,-63.9616733333,48.50845,9415208,TUNDRA,156,29,13,10,70,Cargo ships
7,209015000,1460468540,-63.9591966667,48.5100433333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
8,209015000,1460468542,-63.9591966667,48.5100433333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
9,209015000,1460468619,-63.95428,48.5131883333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
10,209015000,1460472584,-63.7859316667,48.696485,9415208,TUNDRA,156,29,13,10,70,Cargo ships
11,209015000,1460472613,-63.7852683333,48.6979383333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
12,209015000,1460472673,-63.7839066667,48.7010633333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
13,209015000,1460472744,-63.78213,48.704835,9415208,TUNDRA,156,29,13,10,70,Cargo ships
14,209015000,1460472773,-63.7813683333,48.706385,9415208,TUNDRA,156,29,13,10,70,Cargo ships
15,209015000,1460472852,-63.7795716667,48.7105433333,9415208,TUNDRA,156,29,13,10,70,Cargo ships
16,209015000,1460473740,-63.759355,48.75836,9415208,TUNDRA,156,29,13,10,70,Cargo ships
17,212300000,1457375234,-63.67989,48.456085,9697961,CARME,150,30,12,18,70,Cargo ships
18,212300000,1457375245,-63.680245,48.45578,9697961,CARME,150,30,12,18,70,Cargo ships
19,212300000,1457375273,-63.681195,48.4550133333,9697961,CARME,150,30,12,18,70,Cargo ships
20,212300000,1457375293,-63.68187,48.4544466667,9697961,CARME,150,30,12,18,70,Cargo ships
21,212300000,1457375314,-63.682545,48.4538866667,9697961,CARME,150,30,12,18,70,Cargo ships
22,212300000,1457375354,-63.68395,48.4526983333,9697961,CARME,150,30,12,18,70,Cargo ships
23,212300000,1457740760,-64.0016666667,48.785,9697961,CARME,150,30,12,18,70,Cargo ships
24,212372000,1452099369,-63.6770666667,48.80815,9393151,BRANT,160,25,13,11,70,Cargo ships
25,212372000,1452099389,-63.6766283333,48.8070766667,9393151,BRANT,160,25,13,11,70,Cargo ships
26,212372000,1452104929,-63.7162033333,48.5490216667,9393151,BRANT,160,25,13,11,70,Cargo ships
27,212372000,1452104989,-63.71997,48.5473116667,9393151,BRANT,160,25,13,11,70,Cargo ships
28,212372000,1452105229,-63.7352383333,48.5406316667,9393151,BRANT,160,25,13,11,70,Cargo ships
29,212372000,1452105409,-63.74666,48.5354783333,9393151,BRANT,160,25,13,11,70,Cargo ships
30,212450000,1467873394,-63.7519566667,48.6096616667,9413925,ANDEAN,162,23,13,11,70,Cargo ships
31,212450000,1467873454,-63.750785,48.6063066667,9413925,ANDEAN,162,23,13,11,70,Cargo ships
32,212791000,1454457735,-63.9355166667,48.44315,9154268,NOGAT,125,24,17,6,70,Cargo ships
33,212791000,1454457745,-63.93565,48.4436,9154268,NOGAT,125,24,17,6,70,Cargo ships
34,212791000,1454457784,-63.9362166667,48.4456166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
35,212791000,1454457805,-63.9365,48.4466833333,9154268,NOGAT,125,24,17,6,70,Cargo ships
36,212791000,1454457844,-63.9370333333,48.4486333333,9154268,NOGAT,125,24,17,6,70,Cargo ships
37,212791000,1454457885,-63.9376,48.4507,9154268,NOGAT,125,24,17,6,70,Cargo ships
38,212791000,1454457904,-63.9379,48.4517166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
39,212791000,1454457945,-63.9384833333,48.4537666667,9154268,NOGAT,125,24,17,6,70,Cargo ships
40,212791000,1454457955,-63.9386,48.4542166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
41,212791000,1454457964,-63.9387333333,48.4546666667,9154268,NOGAT,125,24,17,6,70,Cargo ships
42,212791000,1454457975,-63.9389,48.4552166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
43,212791000,1454457985,-63.9390333333,48.4557166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
44,212791000,1454457994,-63.9391666667,48.4561666667,9154268,NOGAT,125,24,17,6,70,Cargo ships
45,212791000,1454458005,-63.9393333333,48.4567166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
46,212791000,1454458014,-63.9394666667,48.4571666667,9154268,NOGAT,125,24,17,6,70,Cargo ships
47,212791000,1454458025,-63.9396166667,48.4576666667,9154268,NOGAT,125,24,17,6,70,Cargo ships
48,212791000,1454458035,-63.9397666667,48.4582166667,9154268,NOGAT,125,24,17,6,70,Cargo ships
49,212791000,1454458044,-63.9399166667,48.4586833333,9154268,NOGAT,125,24,17,6,70,Cargo ships
50,212791000,1454458065,-63.9402333333,48.4597833333,9154268,NOGAT,125,24,17,6,70,Cargo ships
51,212791000,1454458074,-63.94035,48.4602333333,9154268,NOGAT,125,24,17,6,70,Cargo ships
52,212791000,1454458393,-63.9444833333,48.4743666667,9154268,NOGAT,125,24,17,6,70,Cargo ships
53,212791000,1454458683,-63.95035,48.48525,9154268,NOGAT,125,24,17,6,70,Cargo ships
54,212791000,1454458704,-63.9508333333,48.4860333333,9154268,NOGAT,125,24,17,6,70,Cargo ships
