,mmsi,time,lon,lat,imo,vessel_name,dim_bow,dim_stern,dim_port,dim_star,ship_type,ship_type_txt
0,316318000,1500648145,-55.9801466667,52.5623583333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
1,316318000,1501597935,-55.842745,52.5661716667,,MARINE EAGLE,9,16,4,2,60,Passenger ships
2,316318000,1501598085,-55.8520633333,52.568705,,MARINE EAGLE,9,16,4,2,60,Passenger ships
3,316318000,1503412153,-55.8470083333,52.5679283333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
4,316318000,1503412334,-55.8582416667,52.5697633333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
5,316318000,1504959681,-55.8715716667,52.568705,,,9,16,4,2,60,Passenger ships
6,316318000,1505226327,-55.8538633333,52.5692,,,9,16,4,2,60,Passenger ships
7,316318000,1505226388,-55.8578266667,52.56986,,,9,16,4,2,60,Passenger ships
8,316318000,1505226448,-55.8616983333,52.5697183333,,,9,16,4,2,60,Passenger ships
9,316318000,1507648846,-55.9784916667,52.56263,,MARINE EAGLE,9,16,4,2,60,Passenger ships
10,316318000,1509110706,-55.8370433333,52.5655033333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
11,316318000,1509974807,-55.8482183333,52.5675533333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
12,316318000,1509974837,-55.8462216667,52.56713,,MARINE EAGLE,9,16,4,2,60,Passenger ships
13,316318000,1511009939,-55.9708366667,52.5627133333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
14,316318000,1511009999,-55.9670766667,52.562365,,MARINE EAGLE,9,16,4,2,60,Passenger ships
15,316318000,1512221037,-55.8691883333,52.56904,,MARINE EAGLE,9,16,4,2,60,Passenger ships
16,316318000,1512488027,-55.878705,52.565955,,MARINE EAGLE,9,16,4,2,60,Passenger ships
17,316318000,1512488086,-55.88213,52.5643583333,,MARINE EAGLE,9,16,4,2,60,Passenger ships
