,mmsi,time,lon,lat,imo,vessel_name,dim_bow,dim_stern,dim_port,dim_star,ship_type,ship_type_txt
0,205567000,1422036093,-59.2484666667,46.2053,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
1,205567000,1422036204,-59.2535333333,46.2080666667,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
2,205567000,1422036244,-59.2553833333,46.20905,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
3,205567000,1422036314,-59.2587333333,46.2109166667,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
4,205567000,1422041956,-59.5957166667,46.2680166667,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
5,205567000,1422753651,-59.8243666667,46.2534333333,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
6,205567000,1422753803,-59.8131166667,46.25125,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
7,205567000,1422753863,-59.8086833333,46.2503833333,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
8,205567000,1422753882,-59.80755,46.25015,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
9,205567000,1422753962,-59.80185,46.249,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
10,205567000,1422754269,-59.7791333333,46.2446666667,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
11,205567000,1422755461,-59.6958833333,46.2299666667,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
12,205567000,1422755630,-59.6840166667,46.2277333333,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
13,205567000,1422755641,-59.68315,46.2276,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
14,205567000,1422755651,-59.6825833333,46.2275,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
15,205567000,1422755800,-59.6721333333,46.22565,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
16,205567000,1422755900,-59.665,46.2242166667,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
17,205567000,1422756261,-59.6409666667,46.21995,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
18,205567000,1422756352,-59.6347333333,46.2188833333,9317559,LOWLANDS OPAL,163,27,20,12,70,Cargo ships
