,mmsi,time,lon,lat,imo,vessel_name,dim_bow,dim_stern,dim_port,dim_star,ship_type,ship_type_txt
0,211377300,1454049742,-130.0561,52.2194783333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
1,211377300,1454049753,-130.055675,52.2187533333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
2,211377300,1454049832,-130.052551667,52.2136316667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
3,211377300,1454049868,-130.051161667,52.2112766667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
4,211377300,1454049934,-130.048603333,52.2069433333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
5,211377300,1454049970,-130.04728,52.2046416667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
6,211377300,1454049988,-130.04663,52.2034566667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
7,211377300,1454050001,-130.046145,52.2026766667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
8,211377300,1454050036,-130.044775,52.2002666667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
9,211377300,1454050054,-130.044061667,52.1991133333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
10,211377300,1454050060,-130.043878333,52.1987933333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
11,211377300,1454050072,-130.043396667,52.1979516667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
12,211377300,1454050084,-130.04299,52.1972366667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
13,211377300,1454050108,-130.042118333,52.1956783333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
14,211377300,1454050115,-130.041848333,52.1952333333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
15,211377300,1454050600,-130.020476667,52.1640783333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
16,211377300,1454050606,-130.020203333,52.1636866667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
17,211377300,1454050613,-130.019916667,52.1632966667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
18,211377300,1454050619,-130.01967,52.1629033333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
19,211377300,1454050624,-130.019376667,52.16251,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
20,211377300,1454050637,-130.018831667,52.161725,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
21,211377300,1454050643,-130.018576667,52.1613283333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
22,211377300,1454050666,-130.017456667,52.1597566667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
23,211377300,1454050679,-130.016863333,52.1589016667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
24,211377300,1454050691,-130.016328333,52.15811,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
25,211377300,1454050714,-130.015283333,52.1566016667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
26,211377300,1454050739,-130.014123333,52.1550466667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
27,211377300,1454050750,-130.013568333,52.1542616667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
28,211377300,1454050751,-130.013568333,52.1542616667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
29,211377300,1454050757,-130.013273333,52.1538,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
30,211377300,1454050762,-130.013008333,52.15348,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
31,211377300,1454050768,-130.012705,52.15302,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
32,211377300,1454050774,-130.012445,52.1527016667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
33,211377300,1454050786,-130.011908333,52.15191,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
34,211377300,1454050792,-130.011626667,52.1515216667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
35,211377300,1454050798,-130.011345,52.15113,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
36,211377300,1460655782,-130.019738333,52.1580733333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
37,211377300,1460655825,-130.017803333,52.1549616667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
38,211377300,1460655859,-130.016303333,52.152525,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
39,211377300,1464301792,-130.018073333,52.16984,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
40,211377300,1464301953,-130.012116667,52.1616783333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
41,211377300,1464302053,-130.008653333,52.1570983333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
42,211377300,1464302092,-130.007263333,52.1552683333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
43,211377300,1464302112,-130.006566667,52.154355,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
44,211377300,1464302152,-130.005251667,52.1525466667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
45,211377300,1467931869,-130.03376,52.23345,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
46,211377300,1467931929,-130.03078,52.2318766667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
47,211377300,1467932571,-130.004296667,52.2122133333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
48,211377300,1467932651,-130.002138333,52.2093,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
49,211377300,1467932710,-130.000483333,52.20711,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
50,211377300,1467932730,-129.99994,52.2064166667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
51,211377300,1467932770,-129.998801667,52.2049116667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
52,211377300,1467932831,-129.997176667,52.2027316667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
53,211377300,1467932850,-129.99661,52.2019516667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
54,211377300,1467932860,-129.99637,52.201615,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
55,211377300,1467932890,-129.99554,52.2004533333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
56,211377300,1467933021,-129.992063333,52.1956133333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
57,211377300,1467933031,-129.991793333,52.1952366667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
58,211377300,1467933081,-129.990411667,52.1933033333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
59,211377300,1467933231,-129.986515,52.18758,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
60,211377300,1467933290,-129.98512,52.1852566667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
61,211377300,1467933322,-129.98444,52.1840933333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
62,211377300,1467933421,-129.98224,52.1802083333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
63,211377300,1471563397,-130.057116667,52.2122933333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
64,211377300,1471563405,-130.056888333,52.2118933333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
65,211377300,1471563447,-130.055646667,52.2099116667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
66,211377300,1471563466,-130.05509,52.2090466667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
67,211377300,1471563517,-130.053535,52.2065233333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
68,211377300,1471563577,-130.051786667,52.2035466667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
69,211377300,1471563585,-130.051565,52.2031633333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
70,211377300,1471563646,-130.049918333,52.2002633333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
71,211377300,1471563668,-130.049306667,52.19918,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
72,211377300,1471563697,-130.048463333,52.1977116667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
73,211377300,1471563706,-130.0482,52.19726,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
74,211377300,1471563766,-130.046525,52.1943716667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
75,211377300,1471563847,-130.04402,52.1904216667,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
76,211377300,1471563866,-130.0434,52.1895233333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
77,211377300,1471563886,-130.042726667,52.1885783333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
78,211377300,1471563946,-130.04072,52.185735,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
79,211377300,1471563987,-130.039348333,52.1838,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
80,211377300,1471564006,-130.038753333,52.1828883333,9215646,HANJIN GENEVA,183,95,25,15,70,Cargo ships
81,211378110,1468519487,-130.010963333,52.1517683333,9215634,HANJIN VIENNA,183,95,25,15,70,Cargo ships
82,220061000,1461548979,-129.987833333,52.4188333333,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
83,220061000,1461548991,-129.987666667,52.418,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
84,220061000,1461549064,-129.986833333,52.4123333333,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
85,220061000,1461549088,-129.986666667,52.4105,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
86,220061000,1461549135,-129.986333333,52.4068333333,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
87,220061000,1461549148,-129.986166667,52.4058333333,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
88,220061000,1461550343,-129.981166667,52.313,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
89,220061000,1461550356,-129.981166667,52.312,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
90,220061000,1461550368,-129.981166667,52.311,9245756,CORNELIA MAERSK,244,103,22,20,70,Cargo ships
91,220221000,1476836379,-130.053333333,52.2646666667,9260445,ARTHUR MAERSK,249,103,21,22,70,Cargo ships
92,220221000,1476836384,-130.053,52.2641666667,9260445,ARTHUR MAERSK,249,103,21,22,70,Cargo ships
93,220221000,1476836416,-130.051666667,52.2611666667,9260445,ARTHUR MAERSK,249,103,21,22,70,Cargo ships
94,220245000,1452877288,-130.056,52.3826666667,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
95,220245000,1452879073,-130.0105,52.2401666667,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
96,220245000,1452879168,-130.008618333,52.2327366667,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
97,220245000,1452879295,-130.006,52.2228333333,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
98,220245000,1452879313,-130.005666667,52.2215,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
99,220245000,1452879386,-130.004201667,52.2157633333,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
100,220245000,1452879457,-130.002666667,52.2101666667,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
101,220245000,1452879517,-130.0015,52.2055,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
102,220245000,1452879685,-129.998,52.1923333333,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
103,220245000,1452879692,-129.997803333,52.1918416667,9260457,ADRIAN MAERSK,249,103,20,23,70,Cargo ships
104,227638440,1479572338,-129.634606667,52.4381416667,,YVINEC,12,,,4,36,Sailing
105,227638440,1479572368,-129.633891667,52.43759,,YVINEC,12,,,4,36,Sailing
106,227638440,1479572518,-129.630455,52.4351816667,,YVINEC,12,,,4,36,Sailing
107,227638440,1479573448,-129.618351667,52.4196566667,,YVINEC,12,,,4,36,Sailing
108,227638440,1479580768,-129.505976667,52.2902033333,,YVINEC,12,,,4,36,Sailing
109,227638440,1479583992,-129.458663333,52.22937,,YVINEC,12,,,4,36,Sailing
110,229857000,1473683717,-130.057133333,52.1822,9224726,CARNIVAL LEGEND,36,257,20,20,60,Passenger ships
111,229857000,1473683724,-130.056716667,52.1816666667,9224726,CARNIVAL LEGEND,36,257,20,20,60,Passenger ships
